"treatment","focal_plant","seeds","n_comp_T","n_comp_R","n_comp_H","n_pol_O","n_pol_B","n_pol_F","g","s"
"link","T",35.7,1,0,0,0,0,140,0.388,0.545
"link","T",142.8,0,0,3,0,0,140,0.388,0.545
"link","H",8.1,0,1,0,20,0,0,0.591,0.485
"link","H",2.7,1,0,0,20,0,0,0.591,0.485
"link","H",2.7,0,3,0,20,0,0,0.591,0.485
"link","H",8.1,0,0,0,20,0,0,0.591,0.485
"link","H",5.4,1,0,0,20,0,0,0.591,0.485
"link","H",2.7,0,2,0,20,0,0,0.591,0.485
"link","H",2.7,0,2,0,20,0,0,0.591,0.485
"link","H",2.7,0,1,0,20,0,0,0.591,0.485
"link","H",8.1,0,1,0,20,0,0,0.591,0.485
"link","H",5.4,1,0,0,20,0,0,0.591,0.485
"link","H",2.7,2,1,0,20,0,0,0.591,0.485
"link","H",8.1,1,0,0,20,0,0,0.591,0.485
"link","H",21.6,0,0,0,20,0,0,0.591,0.485
"link","H",10.8,0,1,0,20,0,0,0.591,0.485
"link","H",5.4,1,1,0,20,0,0,0.591,0.485
"link","H",5.4,1,2,0,20,0,0,0.591,0.485
"link","H",5.4,0,1,0,20,0,0,0.591,0.485
"link","H",2.7,3,0,0,20,0,0,0.591,0.485
"link","H",5.4,0,0,0,20,0,0,0.591,0.485
"link","H",8.1,0,0,1,20,0,0,0.591,0.485
"link","H",5.4,2,0,0,20,0,0,0.591,0.485
"link","R",29.4,1,1,0,20,0,0,0.453,0.713
"link","R",49,0,1,0,20,0,0,0.453,0.713
"link","R",4.9,2,2,0,20,0,0,0.453,0.713
"link","R",53.9,0,1,0,20,0,0,0.453,0.713
"link","R",19.6,2,1,0,20,0,0,0.453,0.713
"link","R",78.4,0,1,1,20,0,0,0.453,0.713
"link","R",4.9,0,3,0,20,0,0,0.453,0.713
"link","R",9.8,0,1,0,20,0,0,0.453,0.713
"link","R",93.1,1,0,0,20,0,0,0.453,0.713
"link","R",4.9,2,1,0,20,0,0,0.453,0.713
"link","R",19.6,1,1,0,20,0,0,0.453,0.713
"link","R",147,1,1,0,20,0,0,0.453,0.713
"link","R",29.4,0,1,0,20,0,0,0.453,0.713
"link","R",53.9,0,2,0,20,0,0,0.453,0.713
"link","R",34.3,0,0,0,20,0,0,0.453,0.713
"link","R",14.7,0,0,2,20,0,0,0.453,0.713
"link","R",73.5,0,0,0,20,0,0,0.453,0.713
"link","R",29.4,0,0,0,20,0,0,0.453,0.713
"link","H",2.9,1,0,0,20,10,0,0.591,0.485
"link","H",2.9,0,1,0,20,10,0,0.591,0.485
"link","H",2.9,0,2,0,20,10,0,0.591,0.485
"link","H",2.9,0,1,0,20,10,0,0.591,0.485
"link","H",2.9,0,1,0,20,10,0,0.591,0.485
"link","H",5.8,2,1,0,20,10,0,0.591,0.485
"link","H",5.8,0,2,0,20,10,0,0.591,0.485
"link","H",2.9,0,1,0,20,10,0,0.591,0.485
"link","H",5.8,0,0,0,20,10,0,0.591,0.485
"link","H",2.9,0,3,0,20,10,0,0.591,0.485
"link","H",5.8,0,1,0,20,10,0,0.591,0.485
"link","H",2.9,2,0,0,20,10,0,0.591,0.485
"link","R",4.9,1,0,0,20,10,0,0.453,0.713
"link","R",39.2,1,0,0,20,10,0,0.453,0.713
"link","R",39.2,1,2,0,20,10,0,0.453,0.713
"link","R",19.6,0,2,0,20,10,0,0.453,0.713
"link","R",29.4,0,1,0,20,10,0,0.453,0.713
"link","R",29.4,1,2,0,20,10,0,0.453,0.713
"link","R",29.4,0,1,0,20,10,0,0.453,0.713
"link","R",68.6,1,1,0,20,10,0,0.453,0.713
"link","R",29.4,1,0,0,20,10,0,0.453,0.713
"link","R",19.6,0,1,0,20,10,0,0.453,0.713
"link","R",4.9,1,0,0,20,10,0,0.453,0.713
"link","R",9.8,0,2,0,20,10,0,0.453,0.713
"link","R",24.5,0,2,0,20,10,0,0.453,0.713
"link","R",19.6,1,0,0,20,10,0,0.453,0.713
"link","R",4.9,0,1,0,20,10,0,0.453,0.713
"link","R",19.6,0,2,0,20,10,0,0.453,0.713
"link","R",102.9,1,0,0,20,10,0,0.453,0.713
"link","R",24.5,1,1,0,20,10,0,0.453,0.713
"link","R",29.4,0,1,0,20,10,0,0.453,0.713
"link","R",63.7,0,2,0,20,10,0,0.453,0.713
"link","R",44.1,2,0,0,20,10,0,0.453,0.713
"link","T",11,0,0,0,20,10,0,0.388,0.545
"no_link","H",2.7,0,1,0,20,10,0,0.591,0.485
"no_link","H",2.7,1,0,0,20,10,0,0.591,0.485
"no_link","H",5.4,0,1,0,20,10,0,0.591,0.485
"no_link","H",2.7,0,2,0,20,10,0,0.591,0.485
"no_link","H",2.7,0,0,0,20,10,0,0.591,0.485
"no_link","H",2.7,0,1,0,20,10,0,0.591,0.485
"no_link","H",2.7,0,2,0,20,10,0,0.591,0.485
"no_link","H",2.7,1,0,0,20,10,0,0.591,0.485
"no_link","H",8.1,1,1,0,20,10,0,0.591,0.485
"no_link","H",8.1,0,2,0,20,10,0,0.591,0.485
"no_link","H",2.7,0,2,0,20,10,0,0.591,0.485
"no_link","H",2.7,1,1,0,20,10,0,0.591,0.485
"no_link","H",5.4,0,1,0,20,10,0,0.591,0.485
"no_link","H",5.4,0,1,0,20,10,0,0.591,0.485
"no_link","H",2.7,0,1,0,20,10,0,0.591,0.485
"no_link","H",5.4,0,0,2,20,10,0,0.591,0.485
"no_link","H",2.7,1,0,1,20,10,0,0.591,0.485
"no_link","H",5.4,0,0,1,20,10,0,0.591,0.485
"no_link","R",4.6,0,2,0,20,0,0,0.453,0.713
"no_link","R",4.6,0,1,0,20,0,0,0.453,0.713
"no_link","R",9.2,0,1,0,20,0,0,0.453,0.713
"no_link","R",27.6,0,1,0,20,0,0,0.453,0.713
"no_link","R",36.8,0,2,0,20,0,0,0.453,0.713
"no_link","R",32.2,0,2,0,20,0,0,0.453,0.713
"no_link","R",23,1,1,0,20,0,0,0.453,0.713
"no_link","R",32.2,2,0,0,20,0,0,0.453,0.713
"no_link","R",23,0,2,0,20,0,0,0.453,0.713
"no_link","R",18.4,0,1,0,20,0,0,0.453,0.713
"no_link","R",27.6,1,1,0,20,0,0,0.453,0.713
"no_link","R",23,2,0,0,20,0,0,0.453,0.713
"no_link","R",4.6,0,2,0,20,0,0,0.453,0.713
"no_link","R",13.8,0,2,0,20,0,0,0.453,0.713
"no_link","R",27.6,1,0,0,20,0,0,0.453,0.713
"no_link","R",36.8,0,2,0,20,0,0,0.453,0.713
"no_link","R",133.4,0,1,0,20,0,0,0.453,0.713
"no_link","R",59.8,0,2,0,20,0,0,0.453,0.713
"no_link","R",41.4,0,2,0,20,0,0,0.453,0.713
"no_link","R",4.6,0,2,0,20,0,0,0.453,0.713
"no_link","R",46,0,2,0,20,0,0,0.453,0.713
"no_link","R",4.6,0,0,0,20,0,0,0.453,0.713
"no_link","R",32.2,1,0,0,20,0,0,0.453,0.713
"no_link","R",101.2,1,1,0,20,0,0,0.453,0.713
"no_link","R",4.6,0,1,0,20,0,0,0.453,0.713
"no_link","R",50.6,2,0,0,20,0,0,0.453,0.713
"no_link","R",13.8,0,0,1,20,0,0,0.453,0.713
"no_link","R",13.8,2,0,0,20,0,0,0.453,0.713
"no_link","R",170.2,2,0,0,20,0,0,0.453,0.713
"no_link","R",115,0,1,0,20,0,0,0.453,0.713
"no_link","R",110.4,1,1,0,20,0,0,0.453,0.713
"no_link","R",36.8,1,1,0,20,0,0,0.453,0.713
"no_link","R",73.6,3,0,0,20,0,0,0.453,0.713
"no_link","R",23,1,0,0,20,0,0,0.453,0.713
"no_link","R",13.8,0,3,0,20,0,0,0.453,0.713
"no_link","R",18.4,0,2,0,20,0,0,0.453,0.713
"no_link","R",50.6,1,1,0,20,0,0,0.453,0.713
"no_link","R",64.4,0,0,0,20,0,0,0.453,0.713
"no_link","R",46,0,2,0,20,0,0,0.453,0.713
"no_link","R",9.2,1,0,1,20,0,0,0.453,0.713
"no_link","R",78.2,0,2,0,20,0,0,0.453,0.713
"no_link","R",174.8,0,1,0,20,0,0,0.453,0.713
"no_link","R",13.8,0,1,0,20,0,0,0.453,0.713
"no_link","R",9.2,0,1,0,20,0,0,0.453,0.713
"no_link","R",27.6,0,2,0,20,0,0,0.453,0.713
"no_link","R",59.8,2,0,0,20,0,0,0.453,0.713
"no_link","T",31,1,0,1,20,10,0,0.388,0.545
"no_link","T",15.5,1,0,0,20,10,0,0.388,0.545
"link","H",6.6,0,1,0,20,0,70,0.591,0.485
"link","H",4.4,1,1,1,20,0,70,0.591,0.485
"link","H",13.2,0,1,0,20,0,70,0.591,0.485
"link","H",2.2,0,1,1,20,0,70,0.591,0.485
"link","H",2.2,0,1,0,20,0,70,0.591,0.485
"link","H",2.2,0,3,0,20,0,70,0.591,0.485
"link","H",2.2,0,0,2,20,0,70,0.591,0.485
"link","H",2.2,1,0,2,20,0,70,0.591,0.485
"link","H",4.4,1,0,1,20,0,70,0.591,0.485
"link","H",2.2,0,0,0,20,0,70,0.591,0.485
"link","H",2.2,1,0,2,20,0,70,0.591,0.485
"link","H",2.2,0,0,1,20,0,70,0.591,0.485
"link","H",4.4,1,0,1,20,0,70,0.591,0.485
"link","H",2.2,0,2,0,20,0,70,0.591,0.485
"link","H",4.4,1,1,1,20,0,70,0.591,0.485
"link","H",2.2,0,2,0,20,0,70,0.591,0.485
"link","H",2.2,0,1,0,20,0,70,0.591,0.485
"link","H",4.4,1,1,0,20,0,70,0.591,0.485
"link","H",2.2,1,0,0,20,0,70,0.591,0.485
"link","H",4.4,0,3,0,20,0,70,0.591,0.485
"link","H",2.2,0,0,0,20,0,70,0.591,0.485
"link","H",2.2,0,1,0,20,0,70,0.591,0.485
"link","H",4.4,0,1,0,20,0,70,0.591,0.485
"link","H",2.2,0,0,0,20,0,70,0.591,0.485
"link","H",4.4,0,0,0,20,0,70,0.591,0.485
"link","H",6.6,0,3,2,20,0,70,0.591,0.485
"link","H",2.2,1,0,1,20,0,70,0.591,0.485
"link","H",2.2,3,0,0,20,0,70,0.591,0.485
"link","R",25.8,1,0,0,20,0,70,0.453,0.713
"link","R",34.4,1,1,0,20,0,70,0.453,0.713
"link","R",12.9,0,4,0,20,0,70,0.453,0.713
"link","R",4.3,1,2,0,20,0,70,0.453,0.713
"link","R",17.2,1,0,0,20,0,70,0.453,0.713
"link","R",8.6,0,0,1,20,0,70,0.453,0.713
"link","R",4.3,1,2,0,20,0,70,0.453,0.713
"link","R",30.1,0,0,0,20,0,70,0.453,0.713
"link","R",30.1,0,0,1,20,0,70,0.453,0.713
"link","R",8.6,0,0,0,20,0,70,0.453,0.713
"link","R",12.9,2,1,0,20,0,70,0.453,0.713
"link","R",21.5,1,1,0,20,0,70,0.453,0.713
"link","R",30.1,0,0,1,20,0,70,0.453,0.713
"link","R",8.6,1,1,2,20,0,70,0.453,0.713
"link","R",12.9,0,2,0,20,0,70,0.453,0.713
"link","R",116.1,0,0,0,20,0,70,0.453,0.713
"link","R",21.5,1,1,0,20,0,70,0.453,0.713
"link","R",34.4,2,0,0,20,0,70,0.453,0.713
"link","R",8.6,1,3,0,20,0,70,0.453,0.713
"link","R",4.3,3,0,0,20,0,70,0.453,0.713
"link","R",47.3,1,0,0,20,0,70,0.453,0.713
"link","T",23.2,0,1,0,20,0,70,0.388,0.545
"link","H",4.88888888888889,0,2,0,40,0,0,0.591,0.485
"link","H",2.44444444444444,0,3,0,40,0,0,0.591,0.485
"link","H",2.44444444444444,0,2,0,40,0,0,0.591,0.485
"link","H",7.33333333333333,0,1,0,40,0,0,0.591,0.485
"link","H",2.44444444444444,0,0,2,40,0,0,0.591,0.485
"link","H",7.33333333333333,0,2,0,40,0,0,0.591,0.485
"link","H",7.33333333333333,0,1,0,40,0,0,0.591,0.485
"link","H",2.44444444444444,1,1,0,40,0,0,0.591,0.485
"link","H",2.44444444444444,0,1,0,40,0,0,0.591,0.485
"link","H",4.88888888888889,0,1,1,40,0,0,0.591,0.485
"link","R",32.9,0,2,0,40,0,0,0.453,0.713
"link","R",23.5,0,3,0,40,0,0,0.453,0.713
"link","R",9.4,1,0,0,40,0,0,0.453,0.713
"link","R",23.5,0,1,0,40,0,0,0.453,0.713
"link","R",79.9,0,1,0,40,0,0,0.453,0.713
"link","R",37.6,0,2,0,40,0,0,0.453,0.713
"link","R",4.7,0,3,0,40,0,0,0.453,0.713
"link","R",14.1,0,0,0,40,0,0,0.453,0.713
"link","R",14.1,0,3,0,40,0,0,0.453,0.713
"link","R",42.3,0,2,0,40,0,0,0.453,0.713
"link","R",14.1,1,1,0,40,0,0,0.453,0.713
"link","R",84.6,2,0,0,40,0,0,0.453,0.713
"link","R",4.7,1,1,0,40,0,0,0.453,0.713
"link","R",51.7,2,2,0,40,0,0,0.453,0.713
"link","R",84.6,2,0,0,40,0,0,0.453,0.713
"link","R",28.2,1,0,0,40,0,0,0.453,0.713
"link","R",4.7,0,3,0,40,0,0,0.453,0.713
"link","R",32.9,2,0,0,40,0,0,0.453,0.713
"link","R",14.1,1,1,0,40,0,0,0.453,0.713
"link","R",89.3,0,0,0,40,0,0,0.453,0.713
"link","R",18.8,0,1,0,40,0,0,0.453,0.713
"link","R",32.9,1,2,0,40,0,0,0.453,0.713
"link","R",28.2,2,0,0,40,0,0,0.453,0.713
"link","R",37.6,0,3,0,40,0,0,0.453,0.713
"link","R",9.4,1,0,0,40,0,0,0.453,0.713
"link","R",9.4,0,2,0,40,0,0,0.453,0.713
"link","R",14.1,0,1,0,40,0,0,0.453,0.713
"link","R",169.2,2,0,0,40,0,0,0.453,0.713
"link","R",4.7,0,0,0,40,0,0,0.453,0.713
"link","R",84.6,1,0,0,40,0,0,0.453,0.713
"link","R",126.9,0,2,0,40,0,0,0.453,0.713
"link","T",23.2,0,0,1,40,0,0,0.388,0.545
"link","T",46.4,1,0,1,40,0,0,0.388,0.545
"link","T",23.2,0,1,2,40,0,0,0.388,0.545
"link","T",23.2,0,0,1,40,0,0,0.388,0.545
"NO_Pol","H",2.793103448,3,0,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,0,0,3,0,0,0,0.591,0.485
"NO_Pol","H",8.379310345,2,0,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,0,0,1,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,0,1,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,1,0,0,0,0,0,0.591,0.485
"NO_Pol","H",5.586206897,0,0,2,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,0,3,0,0,0,0,0.591,0.485
"NO_Pol","H",8.379310345,0,2,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,0,2,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,3,0,0,0,0,0,0.591,0.485
"NO_Pol","H",8.379310345,0,1,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,2,0,0,0,0,0,0.591,0.485
"NO_Pol","H",16.75862069,1,0,0,0,0,0,0.591,0.485
"NO_Pol","H",16.75862069,3,0,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,2,0,0,0,0,0,0.591,0.485
"NO_Pol","H",5.586206897,2,0,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,1,0,0,0,0,0,0.591,0.485
"NO_Pol","H",8.379310345,0,3,0,0,0,0,0.591,0.485
"NO_Pol","H",5.586206897,1,0,0,0,0,0,0.591,0.485
"NO_Pol","H",5.586206897,0,0,2,0,0,0,0.591,0.485
"NO_Pol","H",5.586206897,1,0,0,0,0,0,0.591,0.485
"NO_Pol","H",5.586206897,0,0,1,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,0,0,3,0,0,0,0.591,0.485
"NO_Pol","H",8.379310345,0,2,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,0,1,0,0,0,0,0.591,0.485
"NO_Pol","H",5.586206897,0,3,0,0,0,0,0.591,0.485
"NO_Pol","H",8.379310345,1,0,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,3,0,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,1,0,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,2,0,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,0,1,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,1,0,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,2,0,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,0,4,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,0,1,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,0,2,0,0,0,0,0.591,0.485
"NO_Pol","H",5.586206897,0,0,0,0,0,0,0.591,0.485
"NO_Pol","H",13.96551724,0,0,0,0,0,0,0.591,0.485
"NO_Pol","H",5.586206897,0,0,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,0,0,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,0,4,0,0,0,0,0.591,0.485
"NO_Pol","H",5.586206897,0,3,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,0,0,1,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,0,0,2,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,0,0,1,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,0,0,2,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,0,0,3,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,0,0,1,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,0,0,3,0,0,0,0.591,0.485
"NO_Pol","H",5.586206897,0,0,1,0,0,0,0.591,0.485
"NO_Pol","H",8.379310345,0,0,0,0,0,0,0.591,0.485
"NO_Pol","H",5.586206897,0,0,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,0,0,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,2,0,0,0,0,0,0.591,0.485
"NO_Pol","H",2.793103448,0,0,4,0,0,0,0.591,0.485
"NO_Pol","H",5.586206897,0,0,1,0,0,0,0.591,0.485
"NO_Pol","H",8.379310345,0,0,1,0,0,0,0.591,0.485
"NO_Pol","H",5.586206897,0,2,0,0,0,0,0.591,0.485
"NO_Pol","H",5.586206897,0,1,0,0,0,0,0.591,0.485
"NO_Pol","H",5.586206897,0,1,0,0,0,0,0.591,0.485
"NO_Pol","H",5.586206897,0,4,0,0,0,0,0.591,0.485
"NO_Pol","H",5.586206897,0,2,0,0,0,0,0.591,0.485
"NO_Pol","H",5.586206897,0,3,0,0,0,0,0.591,0.485
"NO_Pol","R",7.357142857,0,0,0,0,0,0,0.453,0.713
"NO_Pol","R",11.03571429,0,0,0,0,0,0,0.453,0.713
"NO_Pol","R",14.71428571,0,0,0,0,0,0,0.453,0.713
"NO_Pol","R",14.71428571,2,0,0,0,0,0,0.453,0.713
"NO_Pol","R",3.678571429,0,2,0,0,0,0,0.453,0.713
"NO_Pol","R",3.678571429,0,3,0,0,0,0,0.453,0.713
"NO_Pol","R",14.71428571,0,3,0,0,0,0,0.453,0.713
"NO_Pol","R",33.10714286,0,1,0,0,0,0,0.453,0.713
"NO_Pol","R",44.14285714,0,2,0,0,0,0,0.453,0.713
"NO_Pol","R",22.07142857,0,1,0,0,0,0,0.453,0.713
"NO_Pol","R",18.39285714,0,0,2,0,0,0,0.453,0.713
"NO_Pol","R",33.10714286,0,0,3,0,0,0,0.453,0.713
"NO_Pol","R",11.03571429,0,0,3,0,0,0,0.453,0.713
"NO_Pol","R",3.678571429,4,0,0,0,0,0,0.453,0.713
"NO_Pol","R",95.64285714,0,2,0,0,0,0,0.453,0.713
"NO_Pol","R",29.42857143,0,1,0,0,0,0,0.453,0.713
"NO_Pol","R",7.357142857,1,0,0,0,0,0,0.453,0.713
"NO_Pol","R",29.42857143,0,4,0,0,0,0,0.453,0.713
"NO_Pol","R",11.03571429,0,1,0,0,0,0,0.453,0.713
"NO_Pol","R",11.03571429,0,1,0,0,0,0,0.453,0.713
"NO_Pol","R",18.39285714,0,1,0,0,0,0,0.453,0.713
"NO_Pol","R",22.07142857,0,2,0,0,0,0,0.453,0.713
"NO_Pol","R",11.03571429,0,2,0,0,0,0,0.453,0.713
"NO_Pol","R",14.71428571,0,2,0,0,0,0,0.453,0.713
"NO_Pol","R",18.39285714,0,3,0,0,0,0,0.453,0.713
"NO_Pol","R",29.42857143,0,2,0,0,0,0,0.453,0.713
"NO_Pol","R",11.03571429,3,0,0,0,0,0,0.453,0.713
"NO_Pol","R",55.17857143,2,0,0,0,0,0,0.453,0.713
"NO_Pol","R",7.357142857,2,0,0,0,0,0,0.453,0.713
"NO_Pol","R",22.07142857,3,0,0,0,0,0,0.453,0.713
"NO_Pol","R",3.678571429,3,0,0,0,0,0,0.453,0.713
"NO_Pol","R",7.357142857,3,0,0,0,0,0,0.453,0.713
"NO_Pol","R",3.678571429,2,0,0,0,0,0,0.453,0.713
"NO_Pol","R",18.39285714,2,0,0,0,0,0,0.453,0.713
"NO_Pol","R",7.357142857,3,0,0,0,0,0,0.453,0.713
"NO_Pol","R",11.03571429,1,0,0,0,0,0,0.453,0.713
"NO_Pol","R",7.357142857,4,0,0,0,0,0,0.453,0.713
"NO_Pol","R",80.92857143,2,0,0,0,0,0,0.453,0.713
"NO_Pol","R",7.357142857,1,0,0,0,0,0,0.453,0.713
"NO_Pol","R",11.03571429,0,2,0,0,0,0,0.453,0.713
"NO_Pol","R",103,1,0,0,0,0,0,0.453,0.713
"NO_Pol","R",7.357142857,1,0,0,0,0,0,0.453,0.713
"NO_Pol","R",14.71428571,2,0,0,0,0,0,0.453,0.713
"NO_Pol","R",66.21428571,0,4,0,0,0,0,0.453,0.713
"NO_Pol","R",22.07142857,0,0,2,0,0,0,0.453,0.713
"NO_Pol","R",22.07142857,0,0,1,0,0,0,0.453,0.713
"NO_Pol","R",14.71428571,0,0,3,0,0,0,0.453,0.713
"NO_Pol","R",25.75,0,0,1,0,0,0,0.453,0.713
"NO_Pol","R",11.03571429,0,0,1,0,0,0,0.453,0.713
"NO_Pol","R",22.07142857,0,0,1,0,0,0,0.453,0.713
"NO_Pol","R",18.39285714,0,3,0,0,0,0,0.453,0.713
"NO_Pol","R",36.78571429,0,1,0,0,0,0,0.453,0.713
"NO_Pol","R",7.357142857,0,1,0,0,0,0,0.453,0.713
"NO_Pol","R",18.39285714,0,3,0,0,0,0,0.453,0.713
"NO_Pol","R",3.678571429,0,3,0,0,0,0,0.453,0.713
"NO_Pol","R",3.678571429,0,0,2,0,0,0,0.453,0.713
"NO_Pol","R",29.42857143,0,1,0,0,0,0,0.453,0.713
"NO_Pol","R",29.42857143,0,2,0,0,0,0,0.453,0.713
"NO_Pol","R",3.678571429,0,2,0,0,0,0,0.453,0.713
"NO_Pol","T",79.94117647,4,0,0,0,0,0,0.388,0.545
"NO_Pol","T",79.94117647,3,0,0,0,0,0,0.388,0.545
"NO_Pol","T",53.29411765,0,2,0,0,0,0,0.388,0.545
"NO_Pol","T",53.29411765,3,0,0,0,0,0,0.388,0.545
"NO_Pol","T",53.29411765,0,3,0,0,0,0,0.388,0.545
"NO_Pol","T",133.2352941,0,0,0,0,0,0,0.388,0.545
"NO_Pol","T",133.2352941,1,0,0,0,0,0,0.388,0.545
"NO_Pol","T",26.64705882,0,0,0,0,0,0,0.388,0.545
"NO_Pol","T",26.64705882,0,0,1,0,0,0,0.388,0.545
"NO_Pol","T",26.64705882,0,3,0,0,0,0,0.388,0.545
"NO_Pol","T",53.29411765,0,1,0,0,0,0,0.388,0.545
"NO_Pol","T",53.29411765,0,1,0,0,0,0,0.388,0.545
"NO_Pol","T",106.5882353,0,1,0,0,0,0,0.388,0.545
"NO_Pol","T",26.64705882,0,0,2,0,0,0,0.388,0.545
"NO_Pol","T",53.29411765,0,4,0,0,0,0,0.388,0.545
"NO_Pol","T",53.29411765,0,1,0,0,0,0,0.388,0.545
"NO_Pol","T",106.5882353,0,2,0,0,0,0,0.388,0.545
"NO_Pol","T",53.29411765,0,2,0,0,0,0,0.388,0.545
"NO_Pol","T",26.64705882,1,0,0,0,0,0,0.388,0.545
"NO_Pol","T",26.64705882,1,0,0,0,0,0,0.388,0.545
"NO_Pol","T",106.5882353,2,0,0,0,0,0,0.388,0.545
"NO_Pol","T",53.29411765,0,1,0,0,0,0,0.388,0.545
"NO_Pol","T",26.64705882,0,2,0,0,0,0,0.388,0.545
"NO_Pol","T",79.94117647,0,2,0,0,0,0,0.388,0.545
"NO_Pol","T",26.64705882,0,0,3,0,0,0,0.388,0.545
"NO_Pol","T",26.64705882,0,0,2,0,0,0,0.388,0.545
"NO_Pol","T",26.64705882,0,0,2,0,0,0,0.388,0.545
"NO_Pol","T",79.94117647,2,0,0,0,0,0,0.388,0.545
"NO_Pol","T",53.29411765,0,4,0,0,0,0,0.388,0.545
"NO_Pol","T",26.64705882,0,2,0,0,0,0,0.388,0.545
"NO_Pol","T",26.64705882,0,3,0,0,0,0,0.388,0.545
"NO_Pol","T",159.8823529,3,0,0,0,0,0,0.388,0.545
"NO_Pol","T",79.94117647,2,0,0,0,0,0,0.388,0.545
"NO_Pol","T",79.94117647,0,0,0,0,0,0,0.388,0.545
"NO_Pol","T",26.64705882,3,0,0,0,0,0,0.388,0.545
"NO_Pol","T",213.1764706,1,0,0,0,0,0,0.388,0.545
"NO_Pol","T",26.64705882,0,3,0,0,0,0,0.388,0.545
"NO_Pol","T",26.64705882,0,3,0,0,0,0,0.388,0.545
"NO_Pol","T",239.8235294,2,0,0,0,0,0,0.388,0.545
"NO_Pol","T",53.29411765,4,0,0,0,0,0,0.388,0.545
"NO_Pol","T",106.5882353,1,0,0,0,0,0,0.388,0.545
"NO_Pol","T",26.64705882,2,0,0,0,0,0,0.388,0.545
"NO_Pol","T",79.94117647,1,0,0,0,0,0,0.388,0.545
"NO_Pol","T",79.94117647,3,0,0,0,0,0,0.388,0.545
"NO_Pol","T",106.5882353,1,0,0,0,0,0,0.388,0.545
